time,no,review,score,read_volume
2022/6/24,166,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '加油', '啊', '！', '兄弟', '都', '跑', '到', '你', '前面', '了', '[', '捂脸', ']']",1,197
2022/6/24,167,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '加油', '啊', '！', '兄弟', '都', '跑', '到', '你', '前面', '了', '[', '捂脸', ']']",1,195
2022/6/24,168,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '这是', '拉高', '出货', '呀', '！', '！']",1,191
2022/6/24,169,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '主力', '拉高', '出货', '了']",8,217
2022/6/24,170,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '果然', '是', '机构', '票少', '碰']",0,270
2022/6/24,171,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '格力', '都', '涨', '6', '⃣', '个点', '了']",1,193
2022/6/24,172,"['不要脸', '的', '东西', '，', '科沃', '斯', '，', '江苏', '股中', '的', '垃圾']",-9,173
2022/6/24,173,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '别怕', '今天', '必须', '涨']",8,163
2022/6/24,174,"['今天', '咋', '不', '按', '剧本', '走', '呢', '？']",0,339
2022/6/24,175,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '垃圾股', '，', '清仓', '了', '，', '垃圾', '机器人', '再也', '不']",-3,306
2022/6/24,176,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '有', '谁', '在', '110', '附近', '压盘']",0,208
2022/6/24,177,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '红', '不过', '多久', '呢', '今天']",0,179
2022/6/24,178,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '今天', '跌停', '铁板一块']",-1,188
2022/6/24,179,"['今天', '涨停', '！', '大家', '吃', '肉', '肉', '咯', '呵呵', '！', '！', '！']",1,332
2022/6/24,180,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '哪个', '会', '回本', '？', '指数', '大涨', '，', '我', '的', '股', '都', '不']",1,477
2022/6/24,181,"['别的', '机器人', '小弟', '都', '涨', '疯了', '，', '就', '你', '软绵绵', '的', '，', '有病']",0,252
2022/6/24,182,"['都', '腰斩', '了', '，', '还', '没出', '完贺', '吗', '，', '发', '利好', '公告', '再割', '一波', '吗']",-0.5,225
2022/6/23,183,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '北极星', '储能', '网', '获悉', '，', '6', '月', '6', '日', '，', '泰', '鼎新']",3,243
2022/6/23,184,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '【', '12', '亿元', '！', '科沃', '斯', '旗下', '泰', '鼎新', '能源', '年']",3,295
2022/6/23,185,"['没什么', '好', '说', '的', '同样', '掉', '到', '二十日', '线', '长城', '科技', '反弹', '涨停', '，', '科沃']",3,295
2022/6/23,186,"['坐', '了', '一会', '电梯', '原本', '赚', '了', '接近', '10', '个点', '就', '剩', '3', '个点', '不到', '。', '。', '。']",0,280
2022/6/23,187,"['好弱', '啊', '昨天', '被套', '了', '[', '哭', ']']",-1,271
2022/6/23,188,"['我', '总算', '见识', '了', '科沃', '斯', '的', '不要脸']",-2,264
2022/6/23,189,"['必须', '清仓', '这种', '烂股', '，', '我', '实在', '找不出', '脏话', '骂', '你', '了']",-6,219
2022/6/23,190,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '一首', '248', '哥', '。', '中信', '说', '的', '会', '到', '250']",0,315
2022/6/23,191,"['不是', '大盘', '今天', '涨', '50', '点着', 'b', '玩意', '得', '跌', '5%']",-2,159
